instant,date,season,year,month,hour,holiday,weekday,workingday,weather,temp,atemp,hum,windspeed,casual,registered,cnt,day_type,day_name
10021,2012-02-27,Spring,2012,Feb,13,No,Monday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.43,0.2836,23,159,182,Working Day,Monday
10022,2012-02-27,Spring,2012,Feb,14,No,Monday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.36,0.2836,24,134,158,Working Day,Monday
10023,2012-02-27,Spring,2012,Feb,15,No,Monday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.25,0.4179,24,150,174,Working Day,Monday
10024,2012-02-27,Spring,2012,Feb,16,No,Monday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.26,0.4478,20,266,286,Working Day,Monday
10025,2012-02-27,Spring,2012,Feb,17,No,Monday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.24,0.4478,26,503,529,Working Day,Monday
10026,2012-02-27,Spring,2012,Feb,18,No,Monday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.27,0.4179,10,517,527,Working Day,Monday
10027,2012-02-27,Spring,2012,Feb,19,No,Monday,Working Day,Clear/Partly Cloudy,0.5,0.4848,0.29,0.3881,16,318,334,Working Day,Monday
10028,2012-02-27,Spring,2012,Feb,20,No,Monday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.33,0.3582,11,208,219,Working Day,Monday
10029,2012-02-27,Spring,2012,Feb,21,No,Monday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.36,0.2836,14,181,195,Working Day,Monday
10030,2012-02-27,Spring,2012,Feb,22,No,Monday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.44,0.2537,9,83,92,Working Day,Monday
10031,2012-02-27,Spring,2012,Feb,23,No,Monday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.5,0.1642,6,50,56,Working Day,Monday
10032,2012-02-28,Spring,2012,Feb,0,No,Tuesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.54,0.1343,0,10,10,Working Day,Tuesday
10033,2012-02-28,Spring,2012,Feb,1,No,Tuesday,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.62,0.1642,0,6,6,Working Day,Tuesday
10034,2012-02-28,Spring,2012,Feb,2,No,Tuesday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.54,0.1045,1,2,3,Working Day,Tuesday
10035,2012-02-28,Spring,2012,Feb,3,No,Tuesday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.32,0.3582,0,6,6,Working Day,Tuesday
10036,2012-02-28,Spring,2012,Feb,4,No,Tuesday,Working Day,Clear/Partly Cloudy,0.32,0.2879,0.42,0.3582,0,2,2,Working Day,Tuesday
10037,2012-02-28,Spring,2012,Feb,5,No,Tuesday,Working Day,Clear/Partly Cloudy,0.32,0.2879,0.42,0.3582,1,20,21,Working Day,Tuesday
10038,2012-02-28,Spring,2012,Feb,6,No,Tuesday,Working Day,Clear/Partly Cloudy,0.3,0.2727,0.45,0.3284,1,100,101,Working Day,Tuesday
10039,2012-02-28,Spring,2012,Feb,7,No,Tuesday,Working Day,Clear/Partly Cloudy,0.28,0.2576,0.45,0.2985,12,313,325,Working Day,Tuesday
10040,2012-02-28,Spring,2012,Feb,8,No,Tuesday,Working Day,Clear/Partly Cloudy,0.26,0.2424,0.48,0.2836,16,543,559,Working Day,Tuesday
10041,2012-02-28,Spring,2012,Feb,9,No,Tuesday,Working Day,Clear/Partly Cloudy,0.28,0.2576,0.45,0.3582,7,225,232,Working Day,Tuesday
10042,2012-02-28,Spring,2012,Feb,10,No,Tuesday,Working Day,Clear/Partly Cloudy,0.3,0.2727,0.42,0.2985,14,118,132,Working Day,Tuesday
10043,2012-02-28,Spring,2012,Feb,11,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.36,0.2537,8,155,163,Working Day,Tuesday
10044,2012-02-28,Spring,2012,Feb,12,No,Tuesday,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.34,0.1343,19,164,183,Working Day,Tuesday
10045,2012-02-28,Spring,2012,Feb,13,No,Tuesday,Working Day,Clear/Partly Cloudy,0.36,0.3636,0.32,0.1045,16,174,190,Working Day,Tuesday
10046,2012-02-28,Spring,2012,Feb,14,No,Tuesday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.28,0.1045,13,121,134,Working Day,Tuesday
10047,2012-02-28,Spring,2012,Feb,15,No,Tuesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.26,0.0896,17,149,166,Working Day,Tuesday
10048,2012-02-28,Spring,2012,Feb,16,No,Tuesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.28,0.0896,17,270,287,Working Day,Tuesday
10049,2012-02-28,Spring,2012,Feb,17,No,Tuesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.26,0.0896,33,497,530,Working Day,Tuesday
10050,2012-02-28,Spring,2012,Feb,18,No,Tuesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.28,0.1642,17,432,449,Working Day,Tuesday
10051,2012-02-28,Spring,2012,Feb,19,No,Tuesday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.26,0.0,15,291,306,Working Day,Tuesday
10052,2012-02-28,Spring,2012,Feb,20,No,Tuesday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.3,0.1343,2,202,204,Working Day,Tuesday
10053,2012-02-28,Spring,2012,Feb,21,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.3485,0.46,0.1045,10,178,188,Working Day,Tuesday
10054,2012-02-28,Spring,2012,Feb,22,No,Tuesday,Working Day,Clear/Partly Cloudy,0.34,0.3485,0.46,0.1045,6,95,101,Working Day,Tuesday
10055,2012-02-28,Spring,2012,Feb,23,No,Tuesday,Working Day,Clear/Partly Cloudy,0.32,0.303,0.53,0.2239,4,61,65,Working Day,Tuesday
10056,2012-02-29,Spring,2012,Feb,0,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.53,0.1045,2,30,32,Working Day,Wednesday
10057,2012-02-29,Spring,2012,Feb,1,No,Wednesday,Working Day,Clear/Partly Cloudy,0.32,0.3333,0.49,0.1045,0,6,6,Working Day,Wednesday
10058,2012-02-29,Spring,2012,Feb,2,No,Wednesday,Working Day,Clear/Partly Cloudy,0.3,0.2879,0.56,0.2239,0,4,4,Working Day,Wednesday
10059,2012-02-29,Spring,2012,Feb,3,No,Wednesday,Working Day,Clear/Partly Cloudy,0.28,0.303,0.7,0.0896,0,2,2,Working Day,Wednesday
10060,2012-02-29,Spring,2012,Feb,5,No,Wednesday,Working Day,Clear/Partly Cloudy,0.26,0.2879,0.75,0.0896,0,29,29,Working Day,Wednesday
10061,2012-02-29,Spring,2012,Feb,6,No,Wednesday,Working Day,Mist/Cloudy,0.28,0.303,0.75,0.0896,4,100,104,Working Day,Wednesday
10062,2012-02-29,Spring,2012,Feb,7,No,Wednesday,Working Day,Mist/Cloudy,0.26,0.2727,0.81,0.1343,11,242,253,Working Day,Wednesday
10063,2012-02-29,Spring,2012,Feb,8,No,Wednesday,Working Day,Mist/Cloudy,0.28,0.2879,0.75,0.1045,2,114,116,Working Day,Wednesday
10064,2012-02-29,Spring,2012,Feb,9,No,Wednesday,Working Day,Light Snow/Rain,0.3,0.303,0.81,0.1642,5,33,38,Working Day,Wednesday
10065,2012-02-29,Spring,2012,Feb,10,No,Wednesday,Working Day,Light Snow/Rain,0.3,0.303,0.81,0.1642,0,10,10,Working Day,Wednesday
10066,2012-02-29,Spring,2012,Feb,11,No,Wednesday,Working Day,Light Snow/Rain,0.3,0.2879,0.87,0.194,1,9,10,Working Day,Wednesday
10067,2012-02-29,Spring,2012,Feb,12,No,Wednesday,Working Day,Light Snow/Rain,0.32,0.303,0.93,0.3284,1,69,70,Working Day,Wednesday
10068,2012-02-29,Spring,2012,Feb,13,No,Wednesday,Working Day,Mist/Cloudy,0.36,0.3333,0.93,0.3582,4,72,76,Working Day,Wednesday
10069,2012-02-29,Spring,2012,Feb,14,No,Wednesday,Working Day,Mist/Cloudy,0.36,0.3333,0.93,0.3582,2,54,56,Working Day,Wednesday
10070,2012-02-29,Spring,2012,Feb,15,No,Wednesday,Working Day,Mist/Cloudy,0.4,0.4091,0.82,0.2836,3,87,90,Working Day,Wednesday
10071,2012-02-29,Spring,2012,Feb,16,No,Wednesday,Working Day,Light Snow/Rain,0.4,0.4091,0.82,0.2239,5,162,167,Working Day,Wednesday
10072,2012-02-29,Spring,2012,Feb,17,No,Wednesday,Working Day,Mist/Cloudy,0.4,0.4091,0.87,0.1642,7,246,253,Working Day,Wednesday
10073,2012-02-29,Spring,2012,Feb,18,No,Wednesday,Working Day,Light Snow/Rain,0.4,0.4091,0.87,0.0,11,181,192,Working Day,Wednesday
10074,2012-02-29,Spring,2012,Feb,19,No,Wednesday,Working Day,Mist/Cloudy,0.4,0.4091,0.87,0.1045,0,102,102,Working Day,Wednesday
10075,2012-02-29,Spring,2012,Feb,20,No,Wednesday,Working Day,Light Snow/Rain,0.42,0.4242,0.88,0.1642,2,95,97,Working Day,Wednesday
10076,2012-02-29,Spring,2012,Feb,21,No,Wednesday,Working Day,Light Snow/Rain,0.42,0.4242,0.88,0.1642,0,39,39,Working Day,Wednesday
10077,2012-02-29,Spring,2012,Feb,22,No,Wednesday,Working Day,Light Snow/Rain,0.42,0.4242,0.94,0.2537,2,53,55,Working Day,Wednesday
10078,2012-02-29,Spring,2012,Feb,23,No,Wednesday,Working Day,Light Snow/Rain,0.42,0.4242,0.94,0.2537,3,30,33,Working Day,Wednesday
10079,2012-03-01,Spring,2012,Mar,0,No,Thursday,Working Day,Mist/Cloudy,0.42,0.4242,0.94,0.0,1,10,11,Working Day,Thursday
10080,2012-03-01,Spring,2012,Mar,1,No,Thursday,Working Day,Light Snow/Rain,0.46,0.4545,0.94,0.1045,0,12,12,Working Day,Thursday
10081,2012-03-01,Spring,2012,Mar,2,No,Thursday,Working Day,Mist/Cloudy,0.46,0.4545,0.94,0.2836,0,6,6,Working Day,Thursday
10082,2012-03-01,Spring,2012,Mar,3,No,Thursday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.94,0.2239,0,3,3,Working Day,Thursday
10083,2012-03-01,Spring,2012,Mar,4,No,Thursday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.88,0.194,0,5,5,Working Day,Thursday
10084,2012-03-01,Spring,2012,Mar,5,No,Thursday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.88,0.1642,0,18,18,Working Day,Thursday
10085,2012-03-01,Spring,2012,Mar,6,No,Thursday,Working Day,Mist/Cloudy,0.42,0.4242,0.94,0.0,2,107,109,Working Day,Thursday
10086,2012-03-01,Spring,2012,Mar,7,No,Thursday,Working Day,Mist/Cloudy,0.44,0.4394,0.94,0.1343,8,296,304,Working Day,Thursday
10087,2012-03-01,Spring,2012,Mar,8,No,Thursday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.94,0.1343,15,579,594,Working Day,Thursday
10088,2012-03-01,Spring,2012,Mar,9,No,Thursday,Working Day,Clear/Partly Cloudy,0.46,0.4545,0.77,0.2537,5,281,286,Working Day,Thursday
10089,2012-03-01,Spring,2012,Mar,10,No,Thursday,Working Day,Clear/Partly Cloudy,0.52,0.5,0.55,0.1642,11,122,133,Working Day,Thursday
10090,2012-03-01,Spring,2012,Mar,11,No,Thursday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.43,0.194,19,149,168,Working Day,Thursday
10091,2012-03-01,Spring,2012,Mar,12,No,Thursday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.37,0.2239,16,204,220,Working Day,Thursday
10092,2012-03-01,Spring,2012,Mar,13,No,Thursday,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.32,0.2537,24,187,211,Working Day,Thursday
10093,2012-03-01,Spring,2012,Mar,14,No,Thursday,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.35,0.2239,37,174,211,Working Day,Thursday
10094,2012-03-01,Spring,2012,Mar,15,No,Thursday,Working Day,Clear/Partly Cloudy,0.6,0.6212,0.31,0.2537,31,192,223,Working Day,Thursday
10095,2012-03-01,Spring,2012,Mar,16,No,Thursday,Working Day,Clear/Partly Cloudy,0.58,0.5455,0.32,0.2985,38,323,361,Working Day,Thursday
10096,2012-03-01,Spring,2012,Mar,17,No,Thursday,Working Day,Clear/Partly Cloudy,0.56,0.5303,0.35,0.2985,49,551,600,Working Day,Thursday
10097,2012-03-01,Spring,2012,Mar,18,No,Thursday,Working Day,Clear/Partly Cloudy,0.54,0.5152,0.34,0.3582,27,498,525,Working Day,Thursday
10098,2012-03-01,Spring,2012,Mar,19,No,Thursday,Working Day,Clear/Partly Cloudy,0.48,0.4697,0.41,0.3284,11,317,328,Working Day,Thursday
10099,2012-03-01,Spring,2012,Mar,20,No,Thursday,Working Day,Clear/Partly Cloudy,0.44,0.4394,0.44,0.4179,12,242,254,Working Day,Thursday
10100,2012-03-01,Spring,2012,Mar,21,No,Thursday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.47,0.4627,7,190,197,Working Day,Thursday
10101,2012-03-01,Spring,2012,Mar,22,No,Thursday,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.5,0.2537,3,123,126,Working Day,Thursday
10102,2012-03-01,Spring,2012,Mar,23,No,Thursday,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.5,0.2239,9,76,85,Working Day,Thursday
10103,2012-03-02,Spring,2012,Mar,0,No,Friday,Working Day,Clear/Partly Cloudy,0.34,0.3333,0.53,0.1642,1,45,46,Working Day,Friday
10104,2012-03-02,Spring,2012,Mar,1,No,Friday,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.49,0.2239,2,18,20,Working Day,Friday
10105,2012-03-02,Spring,2012,Mar,2,No,Friday,Working Day,Clear/Partly Cloudy,0.34,0.3182,0.53,0.2836,2,4,6,Working Day,Friday
10106,2012-03-02,Spring,2012,Mar,3,No,Friday,Working Day,Clear/Partly Cloudy,0.32,0.3182,0.57,0.194,0,3,3,Working Day,Friday
10107,2012-03-02,Spring,2012,Mar,4,No,Friday,Working Day,Clear/Partly Cloudy,0.32,0.3485,0.61,0.0,0,2,2,Working Day,Friday
10108,2012-03-02,Spring,2012,Mar,5,No,Friday,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.7,0.0,0,24,24,Working Day,Friday
10109,2012-03-02,Spring,2012,Mar,6,No,Friday,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.7,0.0,4,88,92,Working Day,Friday
10110,2012-03-02,Spring,2012,Mar,7,No,Friday,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.7,0.0,4,258,262,Working Day,Friday
10111,2012-03-02,Spring,2012,Mar,8,No,Friday,Working Day,Clear/Partly Cloudy,0.28,0.303,0.75,0.0896,16,533,549,Working Day,Friday
10112,2012-03-02,Spring,2012,Mar,9,No,Friday,Working Day,Clear/Partly Cloudy,0.3,0.3333,0.81,0.0,15,299,314,Working Day,Friday
10113,2012-03-02,Spring,2012,Mar,10,No,Friday,Working Day,Clear/Partly Cloudy,0.36,0.3485,0.5,0.1642,14,118,132,Working Day,Friday
10114,2012-03-02,Spring,2012,Mar,11,No,Friday,Working Day,Clear/Partly Cloudy,0.38,0.3939,0.46,0.194,40,154,194,Working Day,Friday
10115,2012-03-02,Spring,2012,Mar,12,No,Friday,Working Day,Clear/Partly Cloudy,0.4,0.4091,0.43,0.1642,40,194,234,Working Day,Friday
10116,2012-03-02,Spring,2012,Mar,13,No,Friday,Working Day,Clear/Partly Cloudy,0.42,0.4242,0.44,0.2239,31,191,222,Working Day,Friday
10117,2012-03-02,Spring,2012,Mar,14,No,Friday,Working Day,Mist/Cloudy,0.44,0.4394,0.44,0.2836,29,176,205,Working Day,Friday
10118,2012-03-02,Spring,2012,Mar,15,No,Friday,Working Day,Mist/Cloudy,0.42,0.4242,0.5,0.2985,5,73,78,Working Day,Friday
10119,2012-03-02,Spring,2012,Mar,16,No,Friday,Working Day,Light Snow/Rain,0.4,0.4091,0.58,0.2985,1,49,50,Working Day,Friday
10120,2012-03-02,Spring,2012,Mar,17,No,Friday,Working Day,Light Snow/Rain,0.36,0.3485,0.81,0.2239,5,123,128,Working Day,Friday
10121,2012-03-02,Spring,2012,Mar,18,No,Friday,Working Day,Light Snow/Rain,0.36,0.3485,0.87,0.194,6,154,160,Working Day,Friday
10122,2012-03-02,Spring,2012,Mar,19,No,Friday,Working Day,Light Snow/Rain,0.36,0.3485,0.87,0.194,12,162,174,Working Day,Friday
10123,2012-03-02,Spring,2012,Mar,20,No,Friday,Working Day,Mist/Cloudy,0.36,0.3485,0.87,0.194,7,93,100,Working Day,Friday
10124,2012-03-02,Spring,2012,Mar,21,No,Friday,Working Day,Light Snow/Rain,0.36,0.3636,0.87,0.0896,2,99,101,Working Day,Friday
10125,2012-03-02,Spring,2012,Mar,22,No,Friday,Working Day,Mist/Cloudy,0.36,0.3788,0.87,0.0,6,69,75,Working Day,Friday
10126,2012-03-02,Spring,2012,Mar,23,No,Friday,Working Day,Mist/Cloudy,0.36,0.3788,0.87,0.0,4,19,23,Working Day,Friday
10127,2012-03-03,Spring,2012,Mar,0,No,Saturday,Holiday,Light Snow/Rain,0.36,0.3636,0.93,0.0896,1,21,22,Weekend/Holiday,Saturday
10128,2012-03-03,Spring,2012,Mar,1,No,Saturday,Holiday,Light Snow/Rain,0.36,0.3788,0.93,0.0,0,44,44,Weekend/Holiday,Saturday
10129,2012-03-03,Spring,2012,Mar,2,No,Saturday,Holiday,Light Snow/Rain,0.36,0.3636,0.93,0.0896,4,34,38,Weekend/Holiday,Saturday
10130,2012-03-03,Spring,2012,Mar,3,No,Saturday,Holiday,Mist/Cloudy,0.36,0.3485,0.93,0.1642,1,20,21,Weekend/Holiday,Saturday
10131,2012-03-03,Spring,2012,Mar,4,No,Saturday,Holiday,Mist/Cloudy,0.36,0.3485,0.93,0.194,0,2,2,Weekend/Holiday,Saturday
10132,2012-03-03,Spring,2012,Mar,5,No,Saturday,Holiday,Mist/Cloudy,0.36,0.3636,0.93,0.0896,1,1,2,Weekend/Holiday,Saturday
10133,2012-03-03,Spring,2012,Mar,6,No,Saturday,Holiday,Mist/Cloudy,0.36,0.3636,0.93,0.0896,1,6,7,Weekend/Holiday,Saturday
10134,2012-03-03,Spring,2012,Mar,7,No,Saturday,Holiday,Mist/Cloudy,0.36,0.3485,0.93,0.1343,2,14,16,Weekend/Holiday,Saturday
10135,2012-03-03,Spring,2012,Mar,8,No,Saturday,Holiday,Light Snow/Rain,0.36,0.3788,0.93,0.0,2,46,48,Weekend/Holiday,Saturday
10136,2012-03-03,Spring,2012,Mar,9,No,Saturday,Holiday,Light Snow/Rain,0.38,0.3939,0.87,0.0896,7,87,94,Weekend/Holiday,Saturday
10137,2012-03-03,Spring,2012,Mar,10,No,Saturday,Holiday,Mist/Cloudy,0.4,0.4091,0.87,0.0,31,137,168,Weekend/Holiday,Saturday
10138,2012-03-03,Spring,2012,Mar,11,No,Saturday,Holiday,Mist/Cloudy,0.4,0.4091,0.87,0.0896,33,181,214,Weekend/Holiday,Saturday
10139,2012-03-03,Spring,2012,Mar,12,No,Saturday,Holiday,Mist/Cloudy,0.42,0.4242,0.67,0.2537,47,252,299,Weekend/Holiday,Saturday
10140,2012-03-03,Spring,2012,Mar,13,No,Saturday,Holiday,Clear/Partly Cloudy,0.44,0.4394,0.51,0.2836,87,252,339,Weekend/Holiday,Saturday
10141,2012-03-03,Spring,2012,Mar,14,No,Saturday,Holiday,Mist/Cloudy,0.46,0.4545,0.44,0.3582,151,279,430,Weekend/Holiday,Saturday
10142,2012-03-03,Spring,2012,Mar,15,No,Saturday,Holiday,Clear/Partly Cloudy,0.48,0.4697,0.29,0.2985,145,254,399,Weekend/Holiday,Saturday
10143,2012-03-03,Spring,2012,Mar,16,No,Saturday,Holiday,Clear/Partly Cloudy,0.5,0.4848,0.27,0.2985,167,300,467,Weekend/Holiday,Saturday
10144,2012-03-03,Spring,2012,Mar,17,No,Saturday,Holiday,Clear/Partly Cloudy,0.5,0.4848,0.23,0.3284,106,279,385,Weekend/Holiday,Saturday
10145,2012-03-03,Spring,2012,Mar,18,No,Saturday,Holiday,Clear/Partly Cloudy,0.5,0.4848,0.25,0.2537,53,250,303,Weekend/Holiday,Saturday
10146,2012-03-03,Spring,2012,Mar,19,No,Saturday,Holiday,Clear/Partly Cloudy,0.46,0.4545,0.33,0.1642,34,191,225,Weekend/Holiday,Saturday
10147,2012-03-03,Spring,2012,Mar,20,No,Saturday,Holiday,Clear/Partly Cloudy,0.44,0.4394,0.3,0.1343,28,121,149,Weekend/Holiday,Saturday
10148,2012-03-03,Spring,2012,Mar,21,No,Saturday,Holiday,Clear/Partly Cloudy,0.46,0.4545,0.19,0.3284,24,130,154,Weekend/Holiday,Saturday
10149,2012-03-03,Spring,2012,Mar,22,No,Saturday,Holiday,Clear/Partly Cloudy,0.44,0.4394,0.21,0.1343,19,115,134,Weekend/Holiday,Saturday
10150,2012-03-03,Spring,2012,Mar,23,No,Saturday,Holiday,Clear/Partly Cloudy,0.42,0.4242,0.24,0.0,12,94,106,Weekend/Holiday,Saturday
10151,2012-03-04,Spring,2012,Mar,0,No,Sunday,Holiday,Mist/Cloudy,0.4,0.4091,0.3,0.3582,5,67,72,Weekend/Holiday,Sunday
10152,2012-03-04,Spring,2012,Mar,1,No,Sunday,Holiday,Mist/Cloudy,0.38,0.3939,0.34,0.194,16,60,76,Weekend/Holiday,Sunday
10153,2012-03-04,Spring,2012,Mar,2,No,Sunday,Holiday,Mist/Cloudy,0.36,0.3485,0.4,0.1642,14,66,80,Weekend/Holiday,Sunday
10154,2012-03-04,Spring,2012,Mar,3,No,Sunday,Holiday,Mist/Cloudy,0.36,0.3485,0.43,0.1343,5,21,26,Weekend/Holiday,Sunday
10155,2012-03-04,Spring,2012,Mar,4,No,Sunday,Holiday,Mist/Cloudy,0.34,0.3333,0.46,0.194,3,11,14,Weekend/Holiday,Sunday
10156,2012-03-04,Spring,2012,Mar,5,No,Sunday,Holiday,Mist/Cloudy,0.34,0.3182,0.46,0.2239,0,5,5,Weekend/Holiday,Sunday
10157,2012-03-04,Spring,2012,Mar,6,No,Sunday,Holiday,Mist/Cloudy,0.3,0.2727,0.52,0.2985,0,5,5,Weekend/Holiday,Sunday
10158,2012-03-04,Spring,2012,Mar,7,No,Sunday,Holiday,Mist/Cloudy,0.3,0.2727,0.52,0.2985,2,21,23,Weekend/Holiday,Sunday
10159,2012-03-04,Spring,2012,Mar,8,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.2727,0.52,0.3284,12,54,66,Weekend/Holiday,Sunday
10160,2012-03-04,Spring,2012,Mar,9,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.2727,0.49,0.4478,14,104,118,Weekend/Holiday,Sunday
10161,2012-03-04,Spring,2012,Mar,10,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.2727,0.49,0.3284,31,161,192,Weekend/Holiday,Sunday
10162,2012-03-04,Spring,2012,Mar,11,No,Sunday,Holiday,Clear/Partly Cloudy,0.32,0.2879,0.45,0.3881,64,192,256,Weekend/Holiday,Sunday
10163,2012-03-04,Spring,2012,Mar,12,No,Sunday,Holiday,Clear/Partly Cloudy,0.34,0.303,0.42,0.3582,71,256,327,Weekend/Holiday,Sunday
10164,2012-03-04,Spring,2012,Mar,13,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3333,0.37,0.3582,108,256,364,Weekend/Holiday,Sunday
10165,2012-03-04,Spring,2012,Mar,14,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3333,0.34,0.3582,106,226,332,Weekend/Holiday,Sunday
10166,2012-03-04,Spring,2012,Mar,15,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3182,0.32,0.5224,82,252,334,Weekend/Holiday,Sunday
10167,2012-03-04,Spring,2012,Mar,16,No,Sunday,Holiday,Clear/Partly Cloudy,0.36,0.3182,0.29,0.4925,68,231,299,Weekend/Holiday,Sunday
10168,2012-03-04,Spring,2012,Mar,17,No,Sunday,Holiday,Clear/Partly Cloudy,0.34,0.2879,0.31,0.5522,49,214,263,Weekend/Holiday,Sunday
10169,2012-03-04,Spring,2012,Mar,18,No,Sunday,Holiday,Clear/Partly Cloudy,0.32,0.2727,0.33,0.6119,20,164,184,Weekend/Holiday,Sunday
10170,2012-03-04,Spring,2012,Mar,19,No,Sunday,Holiday,Clear/Partly Cloudy,0.3,0.2576,0.36,0.4925,12,120,132,Weekend/Holiday,Sunday
10171,2012-03-04,Spring,2012,Mar,20,No,Sunday,Holiday,Clear/Partly Cloudy,0.28,0.2727,0.38,0.2537,8,80,88,Weekend/Holiday,Sunday
10172,2012-03-04,Spring,2012,Mar,21,No,Sunday,Holiday,Clear/Partly Cloudy,0.28,0.2727,0.36,0.2239,9,70,79,Weekend/Holiday,Sunday
10173,2012-03-04,Spring,2012,Mar,22,No,Sunday,Holiday,Clear/Partly Cloudy,0.26,0.2424,0.41,0.2537,9,53,62,Weekend/Holiday,Sunday
10174,2012-03-04,Spring,2012,Mar,23,No,Sunday,Holiday,Clear/Partly Cloudy,0.26,0.2576,0.41,0.194,2,24,26,Weekend/Holiday,Sunday
10175,2012-03-05,Spring,2012,Mar,0,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2273,0.44,0.194,2,15,17,Working Day,Monday
10176,2012-03-05,Spring,2012,Mar,1,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2424,0.48,0.1343,3,3,6,Working Day,Monday
10177,2012-03-05,Spring,2012,Mar,2,No,Monday,Working Day,Clear/Partly Cloudy,0.24,0.2424,0.48,0.1343,1,3,4,Working Day,Monday
10178,2012-03-05,Spring,2012,Mar,3,No,Monday,Working Day,Clear/Partly Cloudy,0.22,0.2273,0.51,0.1642,0,1,1,Working Day,Monday
10179,2012-03-05,Spring,2012,Mar,4,No,Monday,Working Day,Clear/Partly Cloudy,0.2,0.2273,0.55,0.0896,0,1,1,Working Day,Monday
10180,2012-03-05,Spring,2012,Mar,5,No,Monday,Working Day,Clear/Partly Cloudy,0.2,0.2273,0.55,0.0896,1,17,18,Working Day,Monday
10181,2012-03-05,Spring,2012,Mar,6,No,Monday,Working Day,Clear/Partly Cloudy,0.18,0.197,0.59,0.1343,2,89,91,Working Day,Monday
10182,2012-03-05,Spring,2012,Mar,7,No,Monday,Working Day,Clear/Partly Cloudy,0.18,0.197,0.59,0.1343,7,253,260,Working Day,Monday
10183,2012-03-05,Spring,2012,Mar,8,No,Monday,Working Day,Clear/Partly Cloudy,0.2,0.2273,0.59,0.1045,13,415,428,Working Day,Monday
10184,2012-03-05,Spring,2012,Mar,9,No,Monday,Working Day,Mist/Cloudy,0.22,0.2576,0.6,0.0896,11,186,197,Working Day,Monday
10185,2012-03-05,Spring,2012,Mar,10,No,Monday,Working Day,Mist/Cloudy,0.24,0.2576,0.6,0.0,12,74,86,Working Day,Monday
10186,2012-03-05,Spring,2012,Mar,11,No,Monday,Working Day,Mist/Cloudy,0.26,0.2727,0.56,0.1343,17,86,103,Working Day,Monday
10187,2012-03-05,Spring,2012,Mar,12,No,Monday,Working Day,Mist/Cloudy,0.26,0.303,0.52,0.0,15,122,137,Working Day,Monday
10188,2012-03-05,Spring,2012,Mar,13,No,Monday,Working Day,Mist/Cloudy,0.26,0.2576,0.55,0.2985,11,109,120,Working Day,Monday
10189,2012-03-05,Spring,2012,Mar,14,No,Monday,Working Day,Mist/Cloudy,0.28,0.2576,0.57,0.3582,13,115,128,Working Day,Monday
